	# Disease ID	Disease Name	Gene ID	Gene_Name
16793	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	4838	NODAL
16794	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	50937	CDON
16795	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	5727	PTCH1
16796	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	6469	SHH
16797	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	6496	SIX3
16798	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	6997	TDGF1
16799	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	7050	TGIF1
16800	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	7546	ZIC2
16801	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	84976	DISP1
16802	C1840235	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR	8928	FOXH1
16803	C0025149	Medulloblastoma	1021	CDK6
16804	C0025149	Medulloblastoma	10389	SCML2
16805	C0025149	Medulloblastoma	11186	RASSF1
16806	C0025149	Medulloblastoma	114826	SMYD4
16807	C0025149	Medulloblastoma	1499	CTNNB1
16808	C0025149	Medulloblastoma	1755	DMBT1
16809	C0025149	Medulloblastoma	1786	DNMT1
16810	C0025149	Medulloblastoma	2064	ERBB2
16811	C0025149	Medulloblastoma	2100	ESR2
16812	C0025149	Medulloblastoma	23030	KDM4B
16813	C0025149	Medulloblastoma	23081	KDM4C
16814	C0025149	Medulloblastoma	2313	FLI1
16815	C0025149	Medulloblastoma	23476	BRD4
16816	C0025149	Medulloblastoma	23532	PRAME
16817	C0025149	Medulloblastoma	29	ABR
16818	C0025149	Medulloblastoma	3090	HIC1
16819	C0025149	Medulloblastoma	324	APC
16820	C0025149	Medulloblastoma	4352	MPL
16821	C0025149	Medulloblastoma	4609	MYC
16822	C0025149	Medulloblastoma	4610	MYCL
16823	C0025149	Medulloblastoma	4613	MYCN
16824	C0025149	Medulloblastoma	474	ATOH1
16825	C0025149	Medulloblastoma	5015	OTX2
16826	C0025149	Medulloblastoma	5156	PDGFRA
16827	C0025149	Medulloblastoma	51684	SUFU
16828	C0025149	Medulloblastoma	5294	PIK3CG
16829	C0025149	Medulloblastoma	5727	PTCH1
16830	C0025149	Medulloblastoma	6046	BRD2
16831	C0025149	Medulloblastoma	6275	S100A4
16832	C0025149	Medulloblastoma	6277	S100A6
16833	C0025149	Medulloblastoma	6281	S100A10
16834	C0025149	Medulloblastoma	6447	SCG5
16835	C0025149	Medulloblastoma	6502	SKP2
16836	C0025149	Medulloblastoma	675	BRCA2
16837	C0025149	Medulloblastoma	6774	STAT3
16838	C0025149	Medulloblastoma	7409	VAV1
16839	C0025149	Medulloblastoma	79813	EHMT1
16840	C0025149	Medulloblastoma	7994	KAT6A
16841	C0025149	Medulloblastoma	8019	BRD3
16842	C0025149	Medulloblastoma	83746	L3MBTL2
16843	C0025149	Medulloblastoma	84456	L3MBTL3
16844	C0025149	Medulloblastoma	8643	PTCH2
16845	C0025149	Medulloblastoma	8660	IRS2
16846	C0025149	Medulloblastoma	898	CCNE1
16847	C0025149	Medulloblastoma	92335	STRADA
16848	C0008924	Cleft Lip	10253	SPRY2
16849	C0008924	Cleft Lip	10588	MTHFS
16850	C0008924	Cleft Lip	2247	FGF2
16851	C0008924	Cleft Lip	2248	FGF3
16852	C0008924	Cleft Lip	2252	FGF7
16853	C0008924	Cleft Lip	2253	FGF8
16854	C0008924	Cleft Lip	2254	FGF9
16855	C0008924	Cleft Lip	2255	FGF10
16856	C0008924	Cleft Lip	2260	FGFR1
16857	C0008924	Cleft Lip	2261	FGFR3
16858	C0008924	Cleft Lip	2263	FGFR2
16859	C0008924	Cleft Lip	23743	BHMT2
16860	C0008924	Cleft Lip	24	ABCA4
16861	C0008924	Cleft Lip	3664	IRF6
16862	C0008924	Cleft Lip	4524	MTHFR
16863	C0008924	Cleft Lip	4548	MTR
16864	C0008924	Cleft Lip	4609	MYC
16865	C0008924	Cleft Lip	4846	NOS3
16866	C0008924	Cleft Lip	5727	PTCH1
16867	C0008924	Cleft Lip	6573	SLC19A1
16868	C0008924	Cleft Lip	6948	TCN2
16869	C0008924	Cleft Lip	7055	THAS
16870	C0008924	Cleft Lip	7298	TYMS
16871	C0008924	Cleft Lip	7341	SUMO1
16872	C0008924	Cleft Lip	8626	TP63
16873	C0008924	Cleft Lip	9935	MAFB
16874	C0008925	Cleft Palate	10253	SPRY2
16875	C0008925	Cleft Palate	10588	MTHFS
16876	C0008925	Cleft Palate	1147	CHUK
16877	C0008925	Cleft Palate	1280	COL2A1
16878	C0008925	Cleft Palate	1739	DLG1
16879	C0008925	Cleft Palate	1950	EGF
16880	C0008925	Cleft Palate	2247	FGF2
16881	C0008925	Cleft Palate	2248	FGF3
16882	C0008925	Cleft Palate	2252	FGF7
16883	C0008925	Cleft Palate	2253	FGF8
16884	C0008925	Cleft Palate	2254	FGF9
16885	C0008925	Cleft Palate	2255	FGF10
16886	C0008925	Cleft Palate	2260	FGFR1
16887	C0008925	Cleft Palate	2261	FGFR3
16888	C0008925	Cleft Palate	2263	FGFR2
16889	C0008925	Cleft Palate	23314	SATB2
16890	C0008925	Cleft Palate	23743	BHMT2
16891	C0008925	Cleft Palate	3664	IRF6
16892	C0008925	Cleft Palate	374654	KIF7
16893	C0008925	Cleft Palate	4335	MNT
16894	C0008925	Cleft Palate	4487	MSX1
16895	C0008925	Cleft Palate	4548	MTR
16896	C0008925	Cleft Palate	4609	MYC
16897	C0008925	Cleft Palate	4846	NOS3
16898	C0008925	Cleft Palate	5156	PDGFRA
16899	C0008925	Cleft Palate	54796	BNC2
16900	C0008925	Cleft Palate	5727	PTCH1
16901	C0008925	Cleft Palate	5916	RARG
16902	C0008925	Cleft Palate	6259	RYK
16903	C0008925	Cleft Palate	6493	SIM2
16904	C0008925	Cleft Palate	6573	SLC19A1
16905	C0008925	Cleft Palate	7040	TGFB1
16906	C0008925	Cleft Palate	7042	TGFB2
16907	C0008925	Cleft Palate	7043	TGFB3
16908	C0008925	Cleft Palate	7298	TYMS
16909	C0008925	Cleft Palate	7341	SUMO1
16910	C0008925	Cleft Palate	8322	FZD4
16911	C0008925	Cleft Palate	8573	CASK
16912	C0008925	Cleft Palate	8626	TP63
16913	C0008925	Cleft Palate	865	CBFB
16915	C0151786	Muscle Weakness	10215	OLIG2
16916	C0151786	Muscle Weakness	10311	VPS26C
16917	C0151786	Muscle Weakness	10317	B3GALT5
16918	C0151786	Muscle Weakness	10600	USP16
16919	C0151786	Muscle Weakness	10694	CCT8
16920	C0151786	Muscle Weakness	11096	ADAMTS5
16921	C0151786	Muscle Weakness	116159	CYYR1
16922	C0151786	Muscle Weakness	116448	OLIG1
16923	C0151786	Muscle Weakness	1437	CSF2
16924	C0151786	Muscle Weakness	1440	CSF3
16926	C0151786	Muscle Weakness	150084	IGSF5
16927	C0151786	Muscle Weakness	1826	DSCAM
16928	C0151786	Muscle Weakness	1827	RCAN1
16929	C0151786	Muscle Weakness	1859	DYRK1A
16930	C0151786	Muscle Weakness	2078	ERG
16931	C0151786	Muscle Weakness	2114	ETS2
16932	C0151786	Muscle Weakness	23515	MORC3
16933	C0151786	Muscle Weakness	23562	CLDN14
16934	C0151786	Muscle Weakness	2551	GABPA
16935	C0151786	Muscle Weakness	25825	BACE2
16936	C0151786	Muscle Weakness	25966	C2CD2
16937	C0151786	Muscle Weakness	2618	GART
16938	C0151786	Muscle Weakness	26285	CLDN17
16939	C0151786	Muscle Weakness	270	AMPD1
16940	C0151786	Muscle Weakness	2897	GRIK1
16941	C0151786	Muscle Weakness	29104	N6AMT1
16942	C0151786	Muscle Weakness	2992	GYG1
16943	C0151786	Muscle Weakness	29980	DONSON
16944	C0151786	Muscle Weakness	30811	HUNK
16945	C0151786	Muscle Weakness	3141	HLCS
16946	C0151786	Muscle Weakness	3150	HMGN1
16947	C0151786	Muscle Weakness	3454	IFNAR1
16948	C0151786	Muscle Weakness	3455	IFNAR2
16949	C0151786	Muscle Weakness	3460	IFNGR2
16950	C0151786	Muscle Weakness	351	APP
16951	C0151786	Muscle Weakness	3588	IL10RB
16952	C0151786	Muscle Weakness	3753	KCNE1
16953	C0151786	Muscle Weakness	3763	KCNJ6
16954	C0151786	Muscle Weakness	3772	KCNJ15
16955	C0151786	Muscle Weakness	406947	MIR155
16956	C0151786	Muscle Weakness	4513	COX2
16957	C0151786	Muscle Weakness	4599	MX1
16958	C0151786	Muscle Weakness	4600	MX2
16959	C0151786	Muscle Weakness	4685	NCAM2
16960	C0151786	Muscle Weakness	5121	PCP4
16961	C0151786	Muscle Weakness	51227	PIGP
16962	C0151786	Muscle Weakness	5376	PMP22
16963	C0151786	Muscle Weakness	53820	RIPPLY3
16964	C0151786	Muscle Weakness	539	ATP5PO
16965	C0151786	Muscle Weakness	54014	BRWD1
16967	C0151786	Muscle Weakness	54093	SETD4
16968	C0151786	Muscle Weakness	54097	FAM3B
16969	C0151786	Muscle Weakness	54101	RIPK4
16970	C0151786	Muscle Weakness	54102	CLIC6
16971	C0151786	Muscle Weakness	54148	MRPL39
16973	C0151786	Muscle Weakness	56246	MRAP
16974	C0151786	Muscle Weakness	56911	MAP3K7CL
16975	C0151786	Muscle Weakness	571	BACH1
16976	C0151786	Muscle Weakness	57466	SCAF4
16977	C0151786	Muscle Weakness	58494	JAM2
16978	C0151786	Muscle Weakness	63977	PRDM15
16979	C0151786	Muscle Weakness	6450	SH3BGR
16980	C0151786	Muscle Weakness	6453	ITSN1
16981	C0151786	Muscle Weakness	6493	SIM2
16982	C0151786	Muscle Weakness	64968	MRPS6
16983	C0151786	Muscle Weakness	6526	SLC5A3
16984	C0151786	Muscle Weakness	6647	SOD1
16985	C0151786	Muscle Weakness	6651	SON
16986	C0151786	Muscle Weakness	7074	TIAM1
16987	C0151786	Muscle Weakness	7113	TMPRSS2
16988	C0151786	Muscle Weakness	7267	TTC3
16989	C0151786	Muscle Weakness	7273	TTN
16990	C0151786	Muscle Weakness	7485	GET1
16991	C0151786	Muscle Weakness	757	TMEM50B
16992	C0151786	Muscle Weakness	8208	CHAF1B
16993	C0151786	Muscle Weakness	861	RUNX1
16994	C0151786	Muscle Weakness	8624	PSMG1
16995	C0151786	Muscle Weakness	873	CBR1
16996	C0151786	Muscle Weakness	874	CBR3
16997	C0151786	Muscle Weakness	8867	SYNJ1
16998	C0151786	Muscle Weakness	9073	CLDN8
16999	C0151786	Muscle Weakness	94104	PAXBP1
17000	C0151786	Muscle Weakness	9499	MYOT
17001	C0151786	Muscle Weakness	9510	ADAMTS1
17002	C0151786	Muscle Weakness	9551	ATP5MF
17004	C0151786	Muscle Weakness	9946	CRYZL1
17005	C0151786	Muscle Weakness	9980	DOP1B
17006	C0151786	Muscle Weakness	9992	KCNE2
17007	C0027643	Neoplasm Recurrence, Local	100124700	HOTAIR
17008	C0027643	Neoplasm Recurrence, Local	1364	CLDN4
17009	C0027643	Neoplasm Recurrence, Local	1956	EGFR
17010	C0027643	Neoplasm Recurrence, Local	2064	ERBB2
17011	C0027643	Neoplasm Recurrence, Local	2099	ESR1
17012	C0027643	Neoplasm Recurrence, Local	238	ALK
17013	C0027643	Neoplasm Recurrence, Local	2771	GNAI2
17014	C0027643	Neoplasm Recurrence, Local	3014	H2AX
17015	C0027643	Neoplasm Recurrence, Local	3205	HOXA9
17016	C0027643	Neoplasm Recurrence, Local	354	KLK3
17017	C0027643	Neoplasm Recurrence, Local	3620	IDO1
17018	C0027643	Neoplasm Recurrence, Local	367	AR
17019	C0027643	Neoplasm Recurrence, Local	3670	ISL1
17020	C0027643	Neoplasm Recurrence, Local	3815	KIT
17021	C0027643	Neoplasm Recurrence, Local	4283	CXCL9
17022	C0027643	Neoplasm Recurrence, Local	4904	YBX1
17023	C0027643	Neoplasm Recurrence, Local	50618	ITSN2
17024	C0027643	Neoplasm Recurrence, Local	5328	PLAU
17025	C0027643	Neoplasm Recurrence, Local	5743	PTGS2
17026	C0027643	Neoplasm Recurrence, Local	574447	MIR146B
17027	C0027643	Neoplasm Recurrence, Local	7298	TYMS
17028	C0027643	Neoplasm Recurrence, Local	7422	VEGFA
17029	C0027643	Neoplasm Recurrence, Local	7534	YWHAZ
17030	C0027643	Neoplasm Recurrence, Local	80774	LIMD2
17031	C0027643	Neoplasm Recurrence, Local	9874	TLK1
17032	C0004114	Astrocytoma	10397	NDRG1
17033	C0004114	Astrocytoma	10683	DLL3
17034	C0004114	Astrocytoma	2099	ESR1
17035	C0004114	Astrocytoma	2100	ESR2
17036	C0004114	Astrocytoma	2260	FGFR1
17037	C0004114	Astrocytoma	23462	HEY1
17038	C0004114	Astrocytoma	23493	HEY2
17039	C0004114	Astrocytoma	26524	LATS2
17040	C0004114	Astrocytoma	3091	HIF1A
17041	C0004114	Astrocytoma	367	AR
17042	C0004114	Astrocytoma	3845	KRAS
17043	C0004114	Astrocytoma	4314	MMP3
17044	C0004114	Astrocytoma	4318	MMP9
17045	C0004114	Astrocytoma	4763	NF1
17046	C0004114	Astrocytoma	4851	NOTCH1
17047	C0004114	Astrocytoma	4853	NOTCH2
17048	C0004114	Astrocytoma	4915	NTRK2
17049	C0004114	Astrocytoma	57670	KIAA1549
17050	C0004114	Astrocytoma	5781	PTPN11
17051	C0004114	Astrocytoma	673	BRAF
17052	C0004114	Astrocytoma	7157	TP53
17053	C0004114	Astrocytoma	8202	NCOA3
17054	C0004114	Astrocytoma	90	ACVR1
17055	C0004114	Astrocytoma	9113	LATS1
17056	C1260899	Anemia, Diamond-Blackfan	114086	DBA2
17057	C1260899	Anemia, Diamond-Blackfan	2623	GATA1
17058	C1260899	Anemia, Diamond-Blackfan	6125	RPL5
17059	C1260899	Anemia, Diamond-Blackfan	6135	RPL11
17060	C1260899	Anemia, Diamond-Blackfan	6138	RPL15
17061	C1260899	Anemia, Diamond-Blackfan	6154	RPL26
17062	C1260899	Anemia, Diamond-Blackfan	6165	RPL35A
17063	C1260899	Anemia, Diamond-Blackfan	6201	RPS7
17064	C1260899	Anemia, Diamond-Blackfan	6204	RPS10
17065	C1260899	Anemia, Diamond-Blackfan	6218	RPS17
17066	C1260899	Anemia, Diamond-Blackfan	6223	RPS19
17067	C1260899	Anemia, Diamond-Blackfan	6229	RPS24
17068	C1260899	Anemia, Diamond-Blackfan	6231	RPS26
17069	C1260899	Anemia, Diamond-Blackfan	6234	RPS28
17070	C1260899	Anemia, Diamond-Blackfan	6235	RPS29
17071	C1260899	Anemia, Diamond-Blackfan	90121	TSR2
17072	C1565489	Renal Insufficiency	1591	CYP24A1
17073	C1565489	Renal Insufficiency	1636	ACE
17074	C1565489	Renal Insufficiency	183	AGT
17075	C1565489	Renal Insufficiency	1906	EDN1
17076	C1565489	Renal Insufficiency	2056	EPO
17077	C1565489	Renal Insufficiency	3440	IFNA2
17078	C1565489	Renal Insufficiency	3458	IFNG
17079	C1565489	Renal Insufficiency	348	APOE
17080	C1565489	Renal Insufficiency	3630	INS
17081	C1565489	Renal Insufficiency	4311	MME
17082	C0025286	Meningioma	1471	CST3
17083	C0025286	Meningioma	1476	CSTB
17084	C0025286	Meningioma	1514	CTSL
17085	C0025286	Meningioma	207	AKT1
17086	C0025286	Meningioma	210	ALAD
17087	C0025286	Meningioma	3280	HES1
17088	C0025286	Meningioma	4771	NF2
17089	C0025286	Meningioma	5155	PDGFB
17090	C0025286	Meningioma	5241	PGR
17091	C0025286	Meningioma	5728	PTEN
17092	C0025286	Meningioma	6608	SMO
17093	C0025286	Meningioma	8028	MLLT10
17094	C0006625	Cachexia	1004	CDH6
17095	C0006625	Cachexia	3569	IL6
17096	C0006625	Cachexia	3576	CXCL8
17097	C0006625	Cachexia	51738	GHRL
17098	C0006625	Cachexia	5743	PTGS2
17099	C0006625	Cachexia	5744	PTHLH
17100	C0006625	Cachexia	7124	TNF
17101	C0006625	Cachexia	7132	TNFRSF1A
17102	C0006625	Cachexia	7538	ZFP36
17103	C0006625	Cachexia	939	CD27
17104	C0035229	Respiratory Insufficiency	10516	FBLN5
17105	C0035229	Respiratory Insufficiency	3480	IGF1R
17106	C0035229	Respiratory Insufficiency	4137	MAPT
17107	C0035229	Respiratory Insufficiency	4204	MECP2
17108	C0035229	Respiratory Insufficiency	5173	PDYN
17109	C0035229	Respiratory Insufficiency	5327	PLAT
17110	C0035229	Respiratory Insufficiency	57560	IFT80
17111	C0035229	Respiratory Insufficiency	7200	TRH
17112	C0035229	Respiratory Insufficiency	779	CACNA1S
17113	C0035229	Respiratory Insufficiency	92667	MGME1
17114	C0035229	Respiratory Insufficiency	9963	SLC23A1
17115	C0035228	Respiratory Hypersensitivity	1232	CCR3
17116	C0035228	Respiratory Hypersensitivity	23516	SLC39A14
17117	C0035228	Respiratory Hypersensitivity	27173	SLC39A1
17118	C0035228	Respiratory Hypersensitivity	2919	CXCL1
17119	C0035228	Respiratory Hypersensitivity	3269	HRH1
17120	C0035228	Respiratory Hypersensitivity	3309	HSPA5
17121	C0035228	Respiratory Hypersensitivity	3565	IL4
17122	C0035228	Respiratory Hypersensitivity	3569	IL6
17123	C0035228	Respiratory Hypersensitivity	3600	IL15
17124	C0035228	Respiratory Hypersensitivity	5054	SERPINE1
17125	C0035228	Respiratory Hypersensitivity	55630	SLC39A4
17126	C0035228	Respiratory Hypersensitivity	5777	PTPN6
17127	C0035228	Respiratory Hypersensitivity	6355	CCL8
17128	C0035228	Respiratory Hypersensitivity	6356	CCL11
17129	C0035228	Respiratory Hypersensitivity	7099	TLR4
17130	C0035228	Respiratory Hypersensitivity	7124	TNF
17131	C0035228	Respiratory Hypersensitivity	7378	UPP1
17132	C0035228	Respiratory Hypersensitivity	7782	SLC30A4
17133	C2931822	Nasopharyngeal carcinoma	100048912	CDKN2B-AS1
17135	C2931822	Nasopharyngeal carcinoma	1029	CDKN2A
17136	C2931822	Nasopharyngeal carcinoma	1475	CSTA
17137	C2931822	Nasopharyngeal carcinoma	2064	ERBB2
17138	C2931822	Nasopharyngeal carcinoma	2065	ERBB3
17139	C2931822	Nasopharyngeal carcinoma	2067	ERCC1
17140	C2931822	Nasopharyngeal carcinoma	208	AKT2
17141	C2931822	Nasopharyngeal carcinoma	2122	MECOM
17142	C2931822	Nasopharyngeal carcinoma	23345	SYNE1
17143	C2931822	Nasopharyngeal carcinoma	257641	NPCA1
17144	C2931822	Nasopharyngeal carcinoma	3680	ITGA9
17145	C2931822	Nasopharyngeal carcinoma	3845	KRAS
17146	C2931822	Nasopharyngeal carcinoma	4313	MMP2
17147	C2931822	Nasopharyngeal carcinoma	5290	PIK3CA
17148	C2931822	Nasopharyngeal carcinoma	55504	TNFRSF19
17149	C2931822	Nasopharyngeal carcinoma	5728	PTEN
17150	C2931822	Nasopharyngeal carcinoma	595	CCND1
17151	C2931822	Nasopharyngeal carcinoma	6648	SOD2
17152	C2931822	Nasopharyngeal carcinoma	7157	TP53
17153	C2931822	Nasopharyngeal carcinoma	8289	ARID1A
17154	C2931822	Nasopharyngeal carcinoma	8314	BAP1
17155	C0020429	Hyperalgesia	10887	PROKR1
17156	C0020429	Hyperalgesia	11280	SCN11A
17157	C0020429	Hyperalgesia	1268	CNR1
17158	C0020429	Hyperalgesia	1269	CNR2
17159	C0020429	Hyperalgesia	133	ADM
17160	C0020429	Hyperalgesia	1445	CSK
17161	C0020429	Hyperalgesia	1814	DRD3
17162	C0020429	Hyperalgesia	183	AGT
17163	C0020429	Hyperalgesia	1906	EDN1
17164	C0020429	Hyperalgesia	22953	P2RX2
17165	C0020429	Hyperalgesia	239	ALOX12
17166	C0020429	Hyperalgesia	240	ALOX5
17167	C0020429	Hyperalgesia	2668	GDNF
17168	C0020429	Hyperalgesia	2904	GRIN2B
17169	C0020429	Hyperalgesia	3231	HOXD1
17170	C0020429	Hyperalgesia	3356	HTR2A
17171	C0020429	Hyperalgesia	3479	IGF1
17172	C0020429	Hyperalgesia	3552	IL1A
17173	C0020429	Hyperalgesia	3553	IL1B
17174	C0020429	Hyperalgesia	3557	IL1RN
17175	C0020429	Hyperalgesia	3569	IL6
17176	C0020429	Hyperalgesia	3576	CXCL8
17177	C0020429	Hyperalgesia	3586	IL10
17178	C0020429	Hyperalgesia	3643	INSR
17179	C0020429	Hyperalgesia	3673	ITGA2
17180	C0020429	Hyperalgesia	3827	KNG1
17181	C0020429	Hyperalgesia	4157	MC1R
17182	C0020429	Hyperalgesia	4314	MMP3
17183	C0020429	Hyperalgesia	4359	MPZ
17184	C0020429	Hyperalgesia	4803	NGF
17185	C0020429	Hyperalgesia	4842	NOS1
17186	C0020429	Hyperalgesia	4843	NOS2
17187	C0020429	Hyperalgesia	4908	NTF3
17188	C0020429	Hyperalgesia	4982	TNFRSF11B
17189	C0020429	Hyperalgesia	4988	OPRM1
17190	C0020429	Hyperalgesia	5024	P2RX3
17191	C0020429	Hyperalgesia	51083	GAL
17192	C0020429	Hyperalgesia	5173	PDYN
17193	C0020429	Hyperalgesia	5368	PNOC
17194	C0020429	Hyperalgesia	551	AVP
17195	C0020429	Hyperalgesia	5581	PRKCE
17196	C0020429	Hyperalgesia	5582	PRKCG
17197	C0020429	Hyperalgesia	5594	MAPK1
17198	C0020429	Hyperalgesia	5595	MAPK3
17199	C0020429	Hyperalgesia	5598	MAPK7
17200	C0020429	Hyperalgesia	5731	PTGER1
17201	C0020429	Hyperalgesia	5742	PTGS1
17202	C0020429	Hyperalgesia	5743	PTGS2
17203	C0020429	Hyperalgesia	5744	PTHLH
17204	C0020429	Hyperalgesia	57468	SLC12A5
17205	C0020429	Hyperalgesia	5894	RAF1
17206	C0020429	Hyperalgesia	59341	TRPV4
17207	C0020429	Hyperalgesia	60675	PROK2
17208	C0020429	Hyperalgesia	623	BDKRB1
17209	C0020429	Hyperalgesia	624	BDKRB2
17210	C0020429	Hyperalgesia	6336	SCN10A
17211	C0020429	Hyperalgesia	6347	CCL2
17212	C0020429	Hyperalgesia	6678	SPARC
17213	C0020429	Hyperalgesia	6854	SYN2
17214	C0020429	Hyperalgesia	6863	TAC1
17215	C0020429	Hyperalgesia	6869	TACR1
17216	C0020429	Hyperalgesia	7124	TNF
17217	C0020429	Hyperalgesia	7432	VIP
17218	C0020429	Hyperalgesia	7442	TRPV1
17219	C0020429	Hyperalgesia	781	CACNA2D1
17220	C0020429	Hyperalgesia	796	CALCA
17221	C0020429	Hyperalgesia	815	CAMK2A
17222	C0020429	Hyperalgesia	887	CCKBR
17223	C0020429	Hyperalgesia	8912	CACNA1H
17224	C0020429	Hyperalgesia	8989	TRPA1
17225	C0020429	Hyperalgesia	9607	CARTPT
17226	C0339527	Leber Congenital Amaurosis	1406	CRX
17227	C0339527	Leber Congenital Amaurosis	145226	RDH12
17228	C0339527	Leber Congenital Amaurosis	167691	LCA5
17229	C0339527	Leber Congenital Amaurosis	23418	CRB1
17230	C0339527	Leber Congenital Amaurosis	23746	AIPL1
17231	C0339527	Leber Congenital Amaurosis	25794	FSCN2
17232	C0339527	Leber Congenital Amaurosis	3000	GUCY2D
17233	C0339527	Leber Congenital Amaurosis	343035	RD3
17234	C0339527	Leber Congenital Amaurosis	3614	IMPDH1
17235	C0339527	Leber Congenital Amaurosis	3769	KCNJ13
17236	C0339527	Leber Congenital Amaurosis	392255	GDF6
17237	C0339527	Leber Congenital Amaurosis	5189	PEX1
17238	C0339527	Leber Congenital Amaurosis	55812	SPATA7
17239	C0339527	Leber Congenital Amaurosis	57096	RPGRIP1
17240	C0339527	Leber Congenital Amaurosis	6121	RPE65
17241	C0339527	Leber Congenital Amaurosis	64802	NMNAT1
17242	C0339527	Leber Congenital Amaurosis	7287	TULP1
17243	C0339527	Leber Congenital Amaurosis	7399	USH2A
17244	C0339527	Leber Congenital Amaurosis	80184	CEP290
17245	C0339527	Leber Congenital Amaurosis	9227	LRAT
17246	C0339527	Leber Congenital Amaurosis	9657	IQCB1
17247	C0339527	Leber Congenital Amaurosis	9742	IFT140
17249	C1720824	Sudden Cardiac Arrest	1143	CHRNB4
17250	C1720824	Sudden Cardiac Arrest	123099	DEGS2
17251	C1720824	Sudden Cardiac Arrest	143	PARP4
17252	C1720824	Sudden Cardiac Arrest	151126	ZNF385B
17253	C1720824	Sudden Cardiac Arrest	162333	MARCHF10
17254	C1720824	Sudden Cardiac Arrest	2099	ESR1
17255	C1720824	Sudden Cardiac Arrest	221079	ARL5B
17256	C1720824	Sudden Cardiac Arrest	284252	KCTD1
17257	C1720824	Sudden Cardiac Arrest	2890	GRIA1
17258	C1720824	Sudden Cardiac Arrest	29994	BAZ2B
17259	C1720824	Sudden Cardiac Arrest	466	ATF1
17260	C1720824	Sudden Cardiac Arrest	51196	PLCE1
17261	C1720824	Sudden Cardiac Arrest	84441	MAML2
17262	C1720824	Sudden Cardiac Arrest	85461	TANC1
17263	C1720824	Sudden Cardiac Arrest	8906	AP1G2
17264	C1720824	Sudden Cardiac Arrest	98	ACYP2
17265	C3714756	Intellectual Disability	10129	FRY
17266	C3714756	Intellectual Disability	10256	CNKSR1
17267	C3714756	Intellectual Disability	10522	DEAF1
17268	C3714756	Intellectual Disability	10743	RAI1
17269	C3714756	Intellectual Disability	10752	CHL1
17270	C3714756	Intellectual Disability	10973	ASCC3
17271	C3714756	Intellectual Disability	11132	CAPN10
17272	C3714756	Intellectual Disability	11160	ERLIN2
17273	C3714756	Intellectual Disability	112476	PRRT2
17274	C3714756	Intellectual Disability	11253	MAN1B1
17275	C3714756	Intellectual Disability	113246	C12orf57
17276	C3714756	Intellectual Disability	116115	ZNF526
17277	C3714756	Intellectual Disability	116442	RAB39B
17278	C3714756	Intellectual Disability	120534	ARL14EP
17279	C3714756	Intellectual Disability	131669	UROC1
17280	C3714756	Intellectual Disability	1317	SLC31A1
17281	C3714756	Intellectual Disability	132	ADK
17282	C3714756	Intellectual Disability	139411	PTCHD1
17283	C3714756	Intellectual Disability	142	PARP1
17284	C3714756	Intellectual Disability	147372	CCBE1
17285	C3714756	Intellectual Disability	151	ADRA2B
17286	C3714756	Intellectual Disability	1778	DYNC1H1
17287	C3714756	Intellectual Disability	1788	DNMT3A
17288	C3714756	Intellectual Disability	1933	EEF1B2
17289	C3714756	Intellectual Disability	2194	FASN
17290	C3714756	Intellectual Disability	2263	FGFR2
17291	C3714756	Intellectual Disability	2290	FOXG1
17292	C3714756	Intellectual Disability	22941	SHANK2
17293	C3714756	Intellectual Disability	23096	IQSEC2
17294	C3714756	Intellectual Disability	23135	KDM6B
17295	C3714756	Intellectual Disability	23152	CIC
17296	C3714756	Intellectual Disability	2332	FMR1
17297	C3714756	Intellectual Disability	23389	MED13L
17298	C3714756	Intellectual Disability	23431	AP4E1
17299	C3714756	Intellectual Disability	2348	FOLR1
17300	C3714756	Intellectual Disability	2593	GAMT
17301	C3714756	Intellectual Disability	26040	SETBP1
17302	C3714756	Intellectual Disability	26128	KIFBP
17303	C3714756	Intellectual Disability	27185	DISC1
17304	C3714756	Intellectual Disability	2778	GNAS
17305	C3714756	Intellectual Disability	283989	TSEN54
17306	C3714756	Intellectual Disability	284058	KANSL1
17307	C3714756	Intellectual Disability	284217	LAMA1
17308	C3714756	Intellectual Disability	284403	WDR62
17309	C3714756	Intellectual Disability	2904	GRIN2B
17310	C3714756	Intellectual Disability	3073	HEXA
17311	C3714756	Intellectual Disability	324	APC
17312	C3714756	Intellectual Disability	3340	NDST1
17313	C3714756	Intellectual Disability	3631	INPP4A
17314	C3714756	Intellectual Disability	3737	KCNA2
17315	C3714756	Intellectual Disability	374654	KIF7
17316	C3714756	Intellectual Disability	3954	LETM1
17317	C3714756	Intellectual Disability	4163	MCC
17318	C3714756	Intellectual Disability	4204	MECP2
